species	chr	length	assigned_merian	repeat_density	genome_repeat_density	cds_density	synteny	genome_synteny	gc	gc123	gc3_per	genome_gc3_per	num_single_copy_genes	num_multi_copy_genes	num_other_genes	superfamily	genome_size	status	merians	prop_length	length_mb	prop_single_copy	total_orthologs	scaled_gc3	feature_column	feature_mult	cds_density_scale_factor	prop_single_copy_scale_factor	gc_scale_factor	scaled_cds_density	scaled_ortholog_prop	scaled_gc	scaled_repeat_density	start	stop	tempvar
Lysandra_coridon	HG992097.1	5656984	M9	55.47369	5535.2770104575	2.92732	NA	37.1863282186355	0.365416564020687	0.50050985789634	0.619684503129438	0.607503247566777	39	28	52	Papilionoidea	540734767	split	M9	1.04616613268368	5.656984	32.7731092436975	119	1.02005134229562	0.365416564020687	2067155.656	3.65667514234014	37.3895510733753	0.366706687402624	0.800541444358827	0.876531231396218	0.996481865681055	0.0100218453196103	0	5656984	Lysandra
Lysandra_coridon	HG992085.1	6034467	M13	58.29231	5535.2770104575	3.41682	NA	37.1863282186355	0.366462234692807	0.498767660995402	0.583406046471573	0.607503247566777	48	31	51	Papilionoidea	540734767	split	M13	1.11597540388965	6.034467	36.9230769230769	130	0.960334037403552	0.366462234692807	2211404.262	3.65667514234014	37.3895510733753	0.366706687402624	0.93440622067766	0.987523943537515	0.999333383550901	0.010531055607492	0	6034467	Lysandra
Lysandra_coridon	HG992121.1	4910347	M10	56.69752	5535.2770104575	3.29408	NA	37.1863282186355	0.372424173485092	0.518900422951192	0.622864759423923	0.607503247566777	41	12	58	Papilionoidea	540734767	split	M10	0.908087901808614	4.910347	36.9369369369369	111	1.02528630409578	0.372424173485092	1828731.923	3.65667514234014	37.3895510733753	0.366706687402624	0.900840209144721	0.987894635708512	1.01559144209495	0.0102429417521263	0	4910347	Lysandra
Lysandra_coridon	HG992064.1	7220751	M25,M5	51.48143	5535.2770104575	4.91279	NA	37.1863282186355	0.369356104925928	0.525962611047975	0.651695658335301	0.607503247566777	78	36	135	Papilionoidea	540734767	fusion	M25,M5	1.33535911516487	7.220751	31.3253012048193	249	1.07274432020821	0.369356104925928	2667028.464	3.65667514234014	37.3895510733753	0.366706687402624	1.34351283851154	0.837808968161847	1.00722489557545	0.00930060589609859	0	7220751	Lysandra
Lysandra_coridon	HG992065.1	6955942	M20	54.12335	5535.2770104575	4.05787	NA	37.1863282186355	0.368966288390559	0.538093910142007	0.652782809105522	0.607503247566777	79	10	93	Papilionoidea	540734767	split	M20	1.28638704675707	6.955942	43.4065934065934	182	1.07453385923467	0.368966288390559	2566508.102	3.65667514234014	37.3895510733753	0.366706687402624	1.10971575052278	1.16092844552773	1.00616187559583	0.00977789366236734	0	6955942	Lysandra
Lysandra_coridon	HG992127.1	4773643	M4	53.83788	5535.2770104575	3.32222	NA	37.1863282186355	0.368346861505982	0.469751399772603	0.540235636254019	0.607503247566777	57	5	42	Papilionoidea	540734767	split	M4	0.882806745807044	4.773643	54.8076923076923	104	0.889272013635837	0.368346861505982	1758356.417	3.65667514234014	37.3895510733753	0.366706687402624	0.908535724580088	1.4658558536885	1.00447271391469	0.00972632081434895	0	4773643	Lysandra
Lysandra_coridon	HG992124.1	4847654	M4	55.57608	5535.2770104575	3.8746	NA	37.1863282186355	0.370542241257317	0.506821749671418	0.612376507476483	0.607503247566777	46	5	52	Papilionoidea	540734767	split	M4	0.896493862766549	4.847654	44.6601941747573	103	1.0080217841291	0.370542241257317	1796260.578	3.65667514234014	37.3895510733753	0.366706687402624	1.05959645010204	1.19445654982895	1.0104594597984	0.0100403430388404	0	4847654	Lysandra
Lysandra_coridon	HG992125.1	4826588	M16	54.83115	5535.2770104575	3.46178	NA	37.1863282186355	0.367480719713388	0.543607326833117	0.662075906911661	0.607503247566777	49	6	52	Papilionoidea	540734767	split	M16	0.892598052604966	4.826588	45.7943925233645	107	1.08983105779839	0.367480719713388	1773678.032	3.65667514234014	37.3895510733753	0.366706687402624	0.946701543135872	1.22479118386565	1.00211076682633	0.00990576440825102	0	4826588	Lysandra
Lysandra_coridon	HG992140.1	3940147	M12	57.83353	5535.2770104575	4.10041	NA	37.1863282186355	0.362880527553921	0.506218216242587	0.598452943161376	0.607503247566777	42	13	48	Papilionoidea	540734767	split	M12	0.728665371723731	3.940147	40.7766990291262	103	0.985102459218695	0.362880527553921	1429802.622	3.65667514234014	37.3895510733753	0.366706687402624	1.12134926959245	1.0905907628873	0.989566157421879	0.0104481726733347	0	3940147	Lysandra
Lysandra_coridon	HG992056.1	9182765	M24	63.93998	5535.2770104575	3.32171	NA	37.1863282186355	0.367289532618988	0.465211077630469	0.556159846578163	0.607503247566777	61	20	139	Papilionoidea	540734767	split	M24	1.69820132908155	9.182765	27.7272727272727	220	0.915484565400664	0.367289532618988	3372733.465	3.65667514234014	37.3895510733753	0.366706687402624	0.90839625361804	0.741578112902698	1.00158940438336	0.0115513604611299	0	9182765	Lysandra
Lysandra_coridon	HG992060.1	8342162	M18	53.40568	5535.2770104575	2.51413	NA	37.1863282186355	0.365002720877394	0.515501484037178	0.619948909223201	0.607503247566777	59	28	73	Papilionoidea	540734767	split	M18	1.5427456322593	8.342162	36.875	160	1.02048657633728	0.365002720877394	3044911.828	3.65667514234014	37.3895510733753	0.366706687402624	0.687545352577053	0.986238105069367	0.995353325740253	0.00964823980789101	0	8342162	Lysandra
Lysandra_coridon	HG992061.1	8141355	M12	53.25417	5535.2770104575	2.11524	NA	37.1863282186355	0.362175316639552	0.514262148587002	0.607087247344035	0.607503247566777	53	13	57	Papilionoidea	540734767	split	M12	1.50560968091035	8.141355	43.0894308943089	123	0.999315229631432	0.362175316639552	2948597.825	3.65667514234014	37.3895510733753	0.366706687402624	0.578459917182121	1.15244579454158	0.98764306482882	0.00962086809736709	0	8141355	Lysandra
Lysandra_coridon	HG992076.1	6453678	M27	68.7736	5535.2770104575	3.82243	83.3333333333333	37.1863282186355	0.378042635532792	0.427231417950265	0.487404831347279	0.607503247566777	35	8	130	Papilionoidea	540734767	ancestral	M27	1.19350158226464	6.453678	20.2312138728324	173	0.802308190613751	0.378042635532792	2439765.44	3.65667514234014	37.3895510733753	0.366706687402624	1.04532939110193	0.541092719544279	1.03091284811428	0.012424599504247	0	6453678	Lysandra
Lysandra_coridon	HG992092.1	5869020	M7	56.32128	5535.2770104575	3.45732	NA	37.1863282186355	0.363181014888346	0.485862376152593	0.556379938342724	0.607503247566777	49	24	58	Papilionoidea	540734767	split	M7	1.08537870286413	5.86902	37.4045801526718	131	0.915846854434414	0.363181014888346	2131516.64	3.65667514234014	37.3895510733753	0.366706687402624	0.945481855899137	1.00040195934064	0.990385578896172	0.0101749704474763	0	5869020	Lysandra
Lysandra_coridon	HG992137.1	4222667	M4	53.80967	5535.2770104575	3.1068	NA	37.1863282186355	0.371022745577617	0.527801110001102	0.63264637652456	0.607503247566777	45	5	40	Papilionoidea	540734767	split	M4	0.780912798233297	4.222667	50	90	1.04138764534756	0.371022745577617	1566705.504	3.65667514234014	37.3895510733753	0.366706687402624	0.849624284100817	1.33727200687372	1.01176978310803	0.00972122441177566	0	4222667	Lysandra
Lysandra_coridon	HG992138.1	4120428	M21	58.30562	5535.2770104575	4.10033	NA	37.1863282186355	0.368570187368885	0.504790146716614	0.626534550577283	0.607503247566777	33	22	61	Papilionoidea	540734767	split	M21	0.762005377028032	4.120428	28.448275862069	116	1.03132708028596	0.368570187368885	1518666.92	3.65667514234014	37.3895510733753	0.366706687402624	1.12132739179448	0.760861659083322	1.00508171797864	0.0105334601845303	0	4120428	Lysandra
Lysandra_coridon	HG992095.1	5767562	M22	54.88381	5535.2770104575	3.18599	NA	37.1863282186355	0.369264159449001	0.528611873100619	0.630533813194008	0.607503247566777	38	16	77	Papilionoidea	540734767	split	M22	1.06661571476132	5.767562	29.0076335877863	131	1.03791019343431	0.369264159449001	2129753.934	3.65667514234014	37.3895510733753	0.366706687402624	0.871280569364736	0.775821927651928	1.00697416255071	0.00991527793393375	0	5767562	Lysandra
Lysandra_coridon	HG992096.1	5722579	M1	49.7189	5535.2770104575	4.77245	NA	37.1863282186355	0.376547342727816	0.544024635885934	0.686081266277652	0.607503247566777	71	9	94	Papilionoidea	540734767	split	M1	1.05829684888747	5.722579	40.8045977011494	174	1.12934584140184	0.376547342727816	2154821.916	3.65667514234014	37.3895510733753	0.366706687402624	1.30513371142557	1.09133692514982	1.02683522189053	0.00898218822762958	0	5722579	Lysandra
Lysandra_coridon	HG992071.1	6600399	M18,M30	55.59187	5535.2770104575	4.52429	NA	37.1863282186355	0.369601150021385	0.519061477880116	0.623767098668722	0.607503247566777	59	26	120	Papilionoidea	540734767	fusion	M18,M30	1.22063521763527	6.600399	28.780487804878	205	1.02677162824575	0.369601150021385	2439515.061	3.65667514234014	37.3895510733753	0.366706687402624	1.23726878212775	0.769746813712677	1.00789312744543	0.0100431956512697	0	6600399	Lysandra
Lysandra_coridon	HG992072.1	6567028	M22	55.49138	5535.2770104575	2.68712	NA	37.1863282186355	0.364005681108715	0.473113893263451	0.549458627796057	0.607503247566777	41	16	51	Papilionoidea	540734767	split	M22	1.21446380014252	6.567028	37.962962962963	108	0.904453811558694	0.364005681108715	2390435.5	3.65667514234014	37.3895510733753	0.366706687402624	0.734853355958861	1.01533615336708	0.992634423132447	0.0100250411849602	0	6567028	Lysandra
Lysandra_coridon	HG992077.1	6318748	M29	56.70376	5535.2770104575	4.42301	43.9024390243902	37.1863282186355	0.369687429218573	0.526994699698108	0.673156447540289	0.607503247566777	49	23	103	Papilionoidea	540734767	ancestral	M29	1.16854849838054	6.318748	28	175	1.10807053334525	0.369687429218573	2335961.704	3.65667514234014	37.3895510733753	0.366706687402624	1.20957148989982	0.748872323849282	1.0081284086665	0.0102440690669812	0	6318748	Lysandra
Lysandra_coridon	HG992119.1	4933674	M9	54.10909	5535.2770104575	3.51008	NA	37.1863282186355	0.360289968084636	0.475756968852382	0.541029752211914	0.607503247566777	45	10	61	Papilionoidea	540734767	split	M9	0.912401846726456	4.933674	38.7931034482759	116	0.890579193409898	0.360289968084636	1777553.248	3.65667514234014	37.3895510733753	0.366706687402624	0.959910263659263	1.03753862602271	0.98250176629328	0.00977531745886875	0	4933674	Lysandra
Lysandra_coridon	HG992079.1	6246390	M2	51.65035	5535.2770104575	4.64185	NA	37.1863282186355	0.36574183168198	0.497930337325789	0.569125708860178	0.607503247566777	79	18	75	Papilionoidea	540734767	split	M2	1.15516707657897	6.24639	45.9302325581395	172	0.936827434486461	0.36574183168198	2284566.12	3.65667514234014	37.3895510733753	0.366706687402624	1.26941820624224	1.228424285384	0.997368862489313	0.00933112288733153	0	6246390	Lysandra
Lysandra_coridon	HG992122.1	4909140	M2	53.03104	5535.2770104575	3.60902	NA	37.1863282186355	0.363239626492624	0.497643182036744	0.576643773664387	0.607503247566777	54	22	54	Papilionoidea	540734767	split	M2	0.90786468701392	4.90914	41.5384615384615	130	0.949202783646028	0.363239626492624	1783194.18	3.65667514234014	37.3895510733753	0.366706687402624	0.986967630296618	1.1109644364797	0.990545411280722	0.00958055755833201	0	4909140	Lysandra
Lysandra_coridon	HG992136.1	4343187	M15	55.49855	5535.2770104575	3.89735	NA	37.1863282186355	0.368502444863645	0.535062812024863	0.661907403624301	0.607503247566777	58	19	52	Papilionoidea	540734767	split	M15	0.803200989663755	4.343187	44.9612403100775	129	1.08955368761472	0.368502444863645	1600475.028	3.65667514234014	37.3895510733753	0.366706687402624	1.06581794889929	1.20250816121978	1.00489698585466	0.0100263365130868	0	4343187	Lysandra
Lysandra_coridon	HG992113.1	5131792	M6	57.96944	5535.2770104575	2.87757	NA	37.1863282186355	0.370326766166672	0.526104425938007	0.642005178678291	0.607503247566777	40	16	50	Papilionoidea	540734767	split	M6	0.949040511759807	5.131792	37.7358490566038	106	1.05679299863779	0.370326766166672	1900439.936	3.65667514234014	37.3895510733753	0.366706687402624	0.78693618874726	1.00926189198016	1.0098718645948	0.0104727260967214	0	5131792	Lysandra
Lysandra_coridon	HG992114.1	5131231	M30	57.07081	5535.2770104575	5.35472	NA	37.1863282186355	0.38342113520128	0.52374786043213	0.648040893486098	0.607503247566777	44	34	130	Papilionoidea	540734767	split	M30	0.948936764038329	5.131231	21.1538461538462	208	1.06672827854285	0.38342113520128	1967422.415	3.65667514234014	37.3895510733753	0.366706687402624	1.46436852921344	0.565768925985034	1.0455798827042	0.0103103801114523	0	5131231	Lysandra
Lysandra_coridon	HG992111.1	5152821	M16	52.08149	5535.2770104575	2.96343	NA	37.1863282186355	0.360531554851216	0.464341451477767	0.528832343313112	0.607503247566777	45	19	47	Papilionoidea	540734767	split	M16	0.952929479380045	5.152821	40.5405405405405	111	0.870501261402693	0.360531554851216	1857754.567	3.65667514234014	37.3895510733753	0.366706687402624	0.810416535416791	1.08427460016788	0.983160567386577	0.00940901239479167	0	5152821	Lysandra
Lysandra_coridon	HG992109.1	5210683	M1	53.37638	5535.2770104575	5.00146	NA	37.1863282186355	0.363714011963499	0.492646908373786	0.568007538607229	0.607503247566777	78	17	60	Papilionoidea	540734767	split	M1	0.963630104442683	5.210683	50.3225806451613	155	0.934986834856044	0.363714011963499	1895198.419	3.65667514234014	37.3895510733753	0.366706687402624	1.36776164283471	1.34589956820839	0.99183904864042	0.00964294648653697	0	5210683	Lysandra
Lysandra_coridon	HG992089.1	5952793	M24	63.00553	5535.2770104575	2.66243	NA	37.1863282186355	0.371274926912459	0.501313802652115	0.620487915053625	0.607503247566777	50	7	68	Papilionoidea	540734767	split	M24	1.10087114113748	5.952793	40	125	1.02137382399	0.371274926912459	2210122.786	3.65667514234014	37.3895510733753	0.366706687402624	0.728101320560879	1.06981760549897	1.01245747532501	0.0113825432550109	0	5952793	Lysandra
Lysandra_coridon	HG992129.1	4691659	M15	54.88493	5535.2770104575	3.38471	NA	37.1863282186355	0.366809830381961	0.518279148973726	0.634408568470502	0.607503247566777	43	20	41	Papilionoidea	540734767	split	M15	0.867645153654416	4.691659	41.3461538461538	104	1.04428835732399	0.366809830381961	1720946.642	3.65667514234014	37.3895510733753	0.366706687402624	0.925625019518114	1.10582108260711	1.00028126833483	0.00991548027249745	0	4691659	Lysandra
Lysandra_coridon	HG992087.1	6023844	M3	50.16043	5535.2770104575	5.13976	NA	37.1863282186355	0.365223799288295	0.501327322997348	0.567409333468005	0.607503247566777	81	7	85	Papilionoidea	540734767	split	M3	1.11401085478937	6.023844	46.8208092485549	173	0.934002140302362	0.365223799288295	2200051.192	3.65667514234014	37.3895510733753	0.366706687402624	1.40558288607249	1.25224315094533	0.995956201058582	0.00906195478658695	0	6023844	Lysandra
Lysandra_coridon	HG992088.1	5981311	M17	55.66084	5535.2770104575	3.36525	NA	37.1863282186355	0.367362215908853	0.512686198160012	0.638316919409855	0.607503247566777	45	23	68	Papilionoidea	540734767	split	M17	1.1061450761127	5.981311	33.0882352941176	136	1.05072182242069	0.367362215908853	2197307.663	3.65667514234014	37.3895510733753	0.366706687402624	0.920303245162314	0.88495941631349	1.0017876099039	0.0100556557322864	0	5981311	Lysandra
Lysandra_coridon	HG992133.1	4449434	M1	51.13844	5535.2770104575	5.16926	NA	37.1863282186355	0.366410229256126	0.470603724482679	0.532551601990483	0.607503247566777	76	9	48	Papilionoidea	540734767	split	M1	0.822849624536903	4.449434	57.1428571428571	133	0.876623465180644	0.366410229256126	1630318.132	3.65667514234014	37.3895510733753	0.366706687402624	1.41365032407332	1.52831086499853	0.999191566020793	0.00923864151755855	0	4449434	Lysandra
Lysandra_coridon	HG992134.1	4416403	M6	58.80997	5535.2770104575	3.18764	NA	37.1863282186355	0.363379781691118	0.505709832640813	0.593403089764987	0.607503247566777	37	7	63	Papilionoidea	540734767	split	M6	0.816741084451113	4.416403	34.5794392523364	107	0.976789987776583	0.363379781691118	1604831.558	3.65667514234014	37.3895510733753	0.366706687402624	0.871731798947834	0.924842322510796	0.990927611015031	0.0106245757689983	0	4416403	Lysandra
Lysandra_coridon	HG992090.1	5931830	M19	52.51678	5535.2770104575	4.97411	NA	37.1863282186355	0.376136064249987	0.548089730384218	0.676056294477473	0.607503247566777	68	34	124	Papilionoidea	540734767	split	M19	1.09699437913153	5.93183	30.0884955752212	226	1.11284391842393	0.376136064249987	2231175.19	3.65667514234014	37.3895510733753	0.366706687402624	1.36028217065428	0.804730057233742	1.02571367572855	0.00948765163889411	0	5931830	Lysandra
Lysandra_coridon	HG992104.1	5409758	M12	56.08445	5535.2770104575	3.18166	NA	37.1863282186355	0.362422949788142	0.495157067106723	0.588444205270874	0.607503247566777	30	14	75	Papilionoidea	540734767	split	M12	1.00044575088326	5.409758	25.2100840336134	119	0.968627258582994	0.362422949788142	1960620.452	3.65667514234014	37.3895510733753	0.366706687402624	0.8700964335497	0.674254793381706	0.988318354255212	0.0101321848742245	0	5409758	Lysandra
Lysandra_coridon	HG992120.1	4915405	M10	56.44068	5535.2770104575	3.43321	NA	37.1863282186355	0.364801986814922	0.465371955855467	0.583963148125753	0.607503247566777	34	24	64	Papilionoidea	540734767	split	M10	0.909023295703862	4.915405	27.8688524590164	122	0.961251072261245	0.364801986814922	1793149.51	3.65667514234014	37.3895510733753	0.366706687402624	0.938888434536426	0.745364725142728	0.994805928953208	0.0101965411836426	0	4915405	Lysandra
Lysandra_coridon	HG992102.1	5537282	M16	51.76715	5535.2770104575	2.44365	NA	37.1863282186355	0.358641135488494	0.452858554591663	0.51841203711693	0.607503247566777	37	19	36	Papilionoidea	540734767	split	M16	1.02402921689702	5.537282	40.2173913043478	92	0.853348585696154	0.358641135488494	1985897.104	3.65667514234014	37.3895510733753	0.366706687402624	0.668271012566938	1.07563183161582	0.978005440884489	0.00935222390897495	0	5537282	Lysandra
Lysandra_coridon	HG992103.1	5467013	M2	52.12073	5535.2770104575	3.33857	NA	37.1863282186355	0.370227480344386	0.543270000274126	0.65476228130299	0.607503247566777	50	14	75	Papilionoidea	540734767	split	M2	1.01103412128113	5.467013	35.9712230215827	139	1.0777922322646	0.370227480344386	2024038.448	3.65667514234014	37.3895510733753	0.366706687402624	0.913006999539869	0.96206619199548	1.00960111463115	0.00941610147089859	0	5467013	Lysandra
Lysandra_coridon	HG992094.1	5856216	M17+M20	54.39967	5535.2770104575	4.57528	93.4210526315789	37.1863282186355	0.362640020108548	0.499182435446316	0.57263209425496	0.607503247566777	76	19	80	Papilionoidea	540734767	fusion	M17,M20	1.08301081369159	5.856216	43.4285714285714	175	0.942599231441994	0.362640020108548	2123698.288	3.65667514234014	37.3895510733753	0.366706687402624	1.25121314360782	1.16151625739889	0.988910299610622	0.00982781347658404	0	5856216	Lysandra
Lysandra_coridon	HG992073.1	6558291	M2	53.94082	5535.2770104575	4.09285	NA	37.1863282186355	0.373129335828496	0.517423808729465	0.652082979244904	0.607503247566777	77	25	78	Papilionoidea	540734767	split	M2	1.2128480357173	6.558291	42.7777777777778	180	1.07338188208323	0.373129335828496	2447090.765	3.65667514234014	37.3895510733753	0.366706687402624	1.11928181768444	1.14411049476974	1.01751440223619	0.00974491789626654	0	6558291	Lysandra
Lysandra_coridon	HG992069.1	6685945	M26	56.1969	5535.2770104575	2.72078	NA	37.1863282186355	0.367921083706193	0.515479364582974	0.615107860915881	0.607503247566777	46	20	89	Papilionoidea	540734767	split	M26	1.23645554309253	6.685945	29.6774193548387	155	1.01251781513854	0.367921083706193	2459900.13	3.65667514234014	37.3895510733753	0.366706687402624	0.744058439454043	0.793735642789562	1.00331162846298	0.0101525000273392	0	6685945	Lysandra
Lysandra_coridon	HG992144.1	3166870	M13	54.41954	5535.2770104575	2.90223	NA	37.1863282186355	0.367299276572767	0.526237363499053	0.634286743292169	0.607503247566777	30	3	35	Papilionoidea	540734767	split	M13	0.585660511080102	3.16687	44.1176470588235	68	1.04408782312303	0.367299276572767	1163189.06	3.65667514234014	37.3895510733753	0.366706687402624	0.793680019971004	1.17994588841799	1.00161597590254	0.00983140317949546	0	3166870	Lysandra
Lysandra_coridon	HG992084.1	6064254	M14,M26	58.48128	5535.2770104575	5.18807	NA	37.1863282186355	0.361924418073517	0.49233032755651	0.586786497951596	0.607503247566777	74	40	98	Papilionoidea	540734767	fusion	M14,M26	1.12148401953966	6.064254	34.9056603773585	212	0.965898536842136	0.361924418073517	2194801.6	3.65667514234014	37.3895510733753	0.366706687402624	1.41879434132063	0.933567250081652	0.986958870690415	0.0105651948203341	0	6064254	Lysandra
Lysandra_coridon	HG992132.1	4460138	M21	52.11294	5535.2770104575	3.38859	NA	37.1863282186355	0.359683882875373	0.484450786626841	0.578200468352805	0.607503247566777	53	18	34	Papilionoidea	540734767	split	M21	0.824829153254723	4.460138	50.4761904761905	105	0.951765230340187	0.359683882875373	1604239.754	3.65667514234014	37.3895510733753	0.366706687402624	0.926686092719579	1.35000793074871	0.980848987028314	0.00941469413392426	0	4460138	Lysandra
Lysandra_coridon	HG992062.1	7837983	M5	52.63288	5535.2770104575	3.88627	NA	37.1863282186355	0.361375524417443	0.50652593454782	0.598674082743244	0.607503247566777	76	21	94	Papilionoidea	540734767	split	M5	1.44950602001887	7.837983	39.7905759162304	191	0.985466473045377	0.361375524417443	2832455.217	3.65667514234014	37.3895510733753	0.366706687402624	1.06278787388068	1.06421646620317	0.985462051366059	0.00950862619893522	0	7837983	Lysandra
Lysandra_coridon	HG992063.1	7385245	M7	58.36902	5535.2770104575	2.89562	NA	37.1863282186355	0.366299218238528	0.528810066981928	0.641834708173877	0.607503247566777	66	16	70	Papilionoidea	540734767	split	M7	1.36577957451735	7.385245	43.421052631579	152	1.05651239025406	0.366299218238528	2705209.47	3.65667514234014	37.3895510733753	0.366706687402624	0.791872366913869	1.16131516386402	0.998888841741659	0.0105449139925114	0	7385245	Lysandra
Lysandra_coridon	HG992123.1	4853177	M28	52.18802	5535.2770104575	3.79411	89.2857142857143	37.1863282186355	0.367237675032252	0.548336453924011	0.674189816692709	0.607503247566777	18	8	54	Papilionoidea	540734767	ancestral	M28	0.897515250762487	4.853177	22.5	80	1.10977154343294	0.367237675032252	1782269.438	3.65667514234014	37.3895510733753	0.366706687402624	1.03758465062114	0.601772403093173	1.00144799003637	0.0094282580440697	0	4853177	Lysandra
Lysandra_coridon	HG992081.1	6181360	M3	51.53884	5535.2770104575	4.30939	NA	37.1863282186355	0.373038671101505	0.533107811063664	0.663036318906507	0.607503247566777	88	16	57	Papilionoidea	540734767	split	M3	1.14314084783086	6.18136	54.6583850931677	161	1.09141197444155	0.373038671101505	2305886.32	3.65667514234014	37.3895510733753	0.366706687402624	1.17849954733527	1.46186256652034	1.01726716178461	0.00931097755408274	0	6181360	Lysandra
Lysandra_coridon	HG992082.1	6087263	M6	52.83792	5535.2770104575	4.17664	NA	37.1863282186355	0.36259580717968	0.495823618693917	0.586243432721449	0.607503247566777	84	10	75	Papilionoidea	540734767	split	M6	1.12573915558864	6.087263	49.7041420118343	169	0.965004607085674	0.36259580717968	2207216.041	3.65667514234014	37.3895510733753	0.366706687402624	1.14219607633154	1.32935915476204	0.98878973205517	0.00954566860884761	0	6087263	Lysandra
Lysandra_coridon	HG992083.1	6072343	M9	51.04504	5535.2770104575	3.20545	NA	37.1863282186355	0.361632808950351	0.523073175471123	0.644973539614082	0.607503247566777	50	12	68	Papilionoidea	540734767	split	M9	1.12297994702456	6.072343	38.4615384615385	130	1.06167916335819	0.361632808950351	2195958.456	3.65667514234014	37.3895510733753	0.366706687402624	0.876602343720537	1.02867077451824	0.986163659877021	0.00922176792662109	0	6072343	Lysandra
Lysandra_coridon	HG992112.1	5133178	M3	58.15041	5535.2770104575	3.43631	NA	37.1863282186355	0.363670836273357	0.492567310583916	0.572010744603152	0.607503247566777	52	11	52	Papilionoidea	540734767	split	M3	0.949296829659928	5.133178	45.2173913043478	115	0.941576439128872	0.363670836273357	1866787.136	3.65667514234014	37.3895510733753	0.366706687402624	0.939736199207699	1.20935903230319	0.991721309609132	0.0105054200341084	0	5133178	Lysandra
Lysandra_coridon	HG992142.1	3628099	M13	54.8485	5535.2770104575	3.96075	NA	37.1863282186355	0.366686784456543	0.490251010544239	0.568793666830004	0.607503247566777	46	10	52	Papilionoidea	540734767	split	M13	0.670957227353572	3.628099	42.5925925925926	108	0.936280866165216	0.366686784456543	1330375.956	3.65667514234014	37.3895510733753	0.366706687402624	1.08315610378921	1.13915763548502	0.999945725161921	0.00990889884939412	0	3628099	Lysandra
Lysandra_coridon	HG992116.1	5074516	M10	58.30209	5535.2770104575	3.6702	NA	37.1863282186355	0.365916152791715	0.486861640251677	0.567729844029853	0.607503247566777	52	9	50	Papilionoidea	540734767	split	M10	0.938448257757393	5.074516	46.8468468468468	111	0.934529726884214	0.365916152791715	1856847.372	3.65667514234014	37.3895510733753	0.366706687402624	1.00369867629291	1.25293953797177	0.997844231812326	0.0105328224567358	0	5074516	Lysandra
Lysandra_coridon	HG992075.1	6472005	M8	60.4136	5535.2770104575	2.34297	NA	37.1863282186355	0.371136605271473	0.520927720690784	0.650976979410341	0.607503247566777	37	11	48	Papilionoidea	540734767	split	M8	1.19689085943312	6.472005	38.5416666666667	96	1.07156131595623	0.371136605271473	2401997.965	3.65667514234014	37.3895510733753	0.366706687402624	0.640737803823771	1.03081383863182	1.01208027565634	0.0109142866537418	0	6472005	Lysandra
Lysandra_coridon	HG992091.1	5892924	M8	55.9285	5535.2770104575	2.87209	NA	37.1863282186355	0.36874593393704	0.513897729558269	0.613800647150134	0.607503247566777	31	18	60	Papilionoidea	540734767	split	M8	1.08979935444025	5.892924	28.4403669724771	109	1.01036603443451	0.36874593393704	2172991.764	3.65667514234014	37.3895510733753	0.366706687402624	0.785437559586429	0.760650132350188	1.00556097449125	0.010104011035823	0	5892924	Lysandra
Lysandra_coridon	HG992118.1	5034254	M3	48.90369	5535.2770104575	3.82164	NA	37.1863282186355	0.373111610180972	0.52353926008799	0.637735634858659	0.607503247566777	67	9	57	Papilionoidea	540734767	split	M3	0.931002463172485	5.034254	50.3759398496241	133	1.04976498053792	0.373111610180972	1878338.616	3.65667514234014	37.3895510733753	0.366706687402624	1.045113347847	1.34732668361713	1.01746606483703	0.00883491285216782	0	5034254	Lysandra
Lysandra_coridon	HG992074.1	6488370	M4	53.93298	5535.2770104575	3.93839	NA	37.1863282186355	0.365107871468489	0.513138952070816	0.60742624040027	0.607503247566777	82	17	93	Papilionoidea	540734767	split	M4	1.19991729697676	6.48837	42.7083333333333	192	0.99987323990972	0.365107871468489	2368954.96	3.65667514234014	37.3895510733753	0.366706687402624	1.07704125925705	1.14225317253797	0.995640068782329	0.00974350152632061	0	6488370	Lysandra
Lysandra_coridon	HG992130.1	4679359	M10	56.31137	5535.2770104575	4.56161	NA	37.1863282186355	0.373842105938014	0.515398461524674	0.615906631437239	0.607503247566777	44	43	63	Papilionoidea	540734767	split	M10	0.865370470991003	4.679359	29.3333333333333	150	1.0138326567045	0.373842105938014	1749341.423	3.65667514234014	37.3895510733753	0.366706687402624	1.24747477487998	0.784532910699248	1.01945810856608	0.0101731801125064	0	4679359	Lysandra
Lysandra_coridon	HG992080.1	6205132	M14	56.85956	5535.2770104575	4.76813	NA	37.1863282186355	0.373633995215573	0.544586167018612	0.683320101563769	0.607503247566777	76	27	99	Papilionoidea	540734767	split	M14	1.14753708817839	6.205132	37.6237623762376	202	1.12480073859796	0.373633995215573	2318448.26	3.65667514234014	37.3895510733753	0.366706687402624	1.30395231033527	1.00626408438022	1.0188905958111	0.0102722158064679	0	6205132	Lysandra
