busco_id	assembly	Sequence	start	end	Merian	short_species_id	multispecies_sequence	nGenes	mxGpos	count
11799at7088	Micropterix_aruncella	OX155968.1	4105539	4109311	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
11799at7088	Glyphotaelius_pellucidus	OW386559.1	15051449	15053858	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
11799at7088	Melitaea_cinxia	HG992211.1	10784989	10785836	M17	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	124
11799at7088	Diarsia_rubi	OW026414.1	12076765	12078024	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
11799at7088	Limnephilus_rhombicus	OV815292.1	35682770	35686868	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
11848at7088	Melitaea_cinxia	HG992211.1	18835281	18838056	M20	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	106
11848at7088	Tinea_trinotella	HG992312.1	13898361	13908168	M20	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	105
11848at7088	Diarsia_rubi	OW026414.1	21521979	21525893	M20	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	105
11848at7088	Micropterix_aruncella	OX155973.1	7473095	7477496	M20	Micropterix_aruncella	Micropterix_aruncella_OX155973.1	104	24375131	97
11848at7088	Glyphotaelius_pellucidus	OW386562.1	3304912	3307611	M20	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386562.1	103	22094364	98
11848at7088	Limnephilus_rhombicus	OV815294.1	42595056	42604344	M20	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815294.1	104	42658195	99
11921at7088	Micropterix_aruncella	OX155968.1	2047434	2048030	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
11921at7088	Glyphotaelius_pellucidus	OW386559.1	12699930	12700520	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
11921at7088	Tinea_trinotella	HG992312.1	4033607	4034233	M17	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	126
11921at7088	Diarsia_rubi	OW026414.1	8132337	8132987	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
11921at7088	Limnephilus_rhombicus	OV815292.1	24389295	24389882	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
11921at7088	Melitaea_cinxia	HG992211.1	6690759	6728578	M17	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	124
12012at7088	Melitaea_cinxia	HG992211.1	10955211	10956783	M17	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	124
12012at7088	Limnephilus_rhombicus	OV815292.1	33022726	33024449	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
12012at7088	Glyphotaelius_pellucidus	OW386559.1	13440564	13442778	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
12012at7088	Diarsia_rubi	OW026414.1	12236646	12240519	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
12012at7088	Micropterix_aruncella	OX155968.1	3883258	3886284	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
12012at7088	Tinea_trinotella	HG992312.1	7531796	7533474	M17	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	126
1218at7088	Melitaea_cinxia	HG992211.1	9233744	9259017	M17	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	124
1218at7088	Glyphotaelius_pellucidus	OW386559.1	15903799	15931050	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
1218at7088	Limnephilus_rhombicus	OV815292.1	31338111	31400502	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
1218at7088	Diarsia_rubi	OW026414.1	10585100	10607136	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
1218at7088	Micropterix_aruncella	OX155968.1	3038331	3092795	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
1218at7088	Tinea_trinotella	HG992312.1	6194005	6216052	M17	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	126
1237at7088	Diarsia_rubi	OW026414.1	6898209	6902252	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
1237at7088	Limnephilus_rhombicus	OV815292.1	16905798	16909886	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
1237at7088	Glyphotaelius_pellucidus	OW386559.1	400726	404814	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
1237at7088	Tinea_trinotella	HG992312.1	3118585	3122601	M17	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	126
1237at7088	Micropterix_aruncella	OX155968.1	113053	117003	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
12442at7088	Micropterix_aruncella	OX155973.1	23002078	23012160	M20	Micropterix_aruncella	Micropterix_aruncella_OX155973.1	104	24375131	97
12442at7088	Limnephilus_rhombicus	OV815294.1	19977449	19999236	M20	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815294.1	104	42658195	99
12442at7088	Melitaea_cinxia	HG992211.1	14168159	14169617	M20	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	106
12442at7088	Diarsia_rubi	OW026414.1	15426893	15428241	M20	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	105
12442at7088	Glyphotaelius_pellucidus	OW386562.1	21836066	21840617	M20	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386562.1	103	22094364	98
12442at7088	Tinea_trinotella	HG992312.1	9843626	9845543	M20	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	105
1256at7088	Limnephilus_rhombicus	OV815292.1	35833332	35853930	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
1256at7088	Tinea_trinotella	HG992312.1	7065078	7077139	M17	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	126
1256at7088	Diarsia_rubi	OW026414.1	11655083	11676869	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
1256at7088	Micropterix_aruncella	OX155968.1	2541350	2566952	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
1256at7088	Melitaea_cinxia	HG992211.1	10292318	10307098	M17	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	124
1256at7088	Glyphotaelius_pellucidus	OW386559.1	15159840	15168155	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
12660at7088	Glyphotaelius_pellucidus	OW386559.1	15340637	15359843	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
12660at7088	Limnephilus_rhombicus	OV815292.1	22437973	22461768	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
12660at7088	Diarsia_rubi	OW026414.1	10197941	10202144	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
12660at7088	Micropterix_aruncella	OX155968.1	27001601	27011400	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
12660at7088	Tinea_trinotella	HG992312.1	5800068	5806909	M17	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	126
12733at7088	Micropterix_aruncella	OX155973.1	13346097	13375072	M20	Micropterix_aruncella	Micropterix_aruncella_OX155973.1	104	24375131	97
12733at7088	Glyphotaelius_pellucidus	OW386562.1	13250637	13254598	M20	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386562.1	103	22094364	98
12733at7088	Limnephilus_rhombicus	OV815294.1	4235063	4268476	M20	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815294.1	104	42658195	99
12771at7088	Melitaea_cinxia	HG992211.1	15251494	15253112	M20	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	106
12771at7088	Glyphotaelius_pellucidus	OW386562.1	16037449	16041244	M20	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386562.1	103	22094364	98
12771at7088	Diarsia_rubi	OW026414.1	16664933	16665601	M20	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	105
12771at7088	Limnephilus_rhombicus	OV815294.1	8617936	8619794	M20	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815294.1	104	42658195	99
12771at7088	Tinea_trinotella	HG992312.1	10773426	10773919	M20	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	105
12829at7088	Limnephilus_rhombicus	OV815294.1	35646454	35646912	M20	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815294.1	104	42658195	99
12829at7088	Micropterix_aruncella	OX155973.1	10062774	10063232	M20	Micropterix_aruncella	Micropterix_aruncella_OX155973.1	104	24375131	97
12829at7088	Melitaea_cinxia	HG992211.1	14667211	14682086	M20	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	106
12829at7088	Glyphotaelius_pellucidus	OW386562.1	11211546	11212004	M20	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386562.1	103	22094364	98
12829at7088	Tinea_trinotella	HG992312.1	10241921	10249582	M20	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	105
12834at7088	Glyphotaelius_pellucidus	OW386562.1	4222789	4227131	M20	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386562.1	103	22094364	98
12834at7088	Limnephilus_rhombicus	OV815294.1	23244810	23248718	M20	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815294.1	104	42658195	99
12834at7088	Micropterix_aruncella	OX155973.1	24375131	24381618	M20	Micropterix_aruncella	Micropterix_aruncella_OX155973.1	104	24375131	97
13010at7088	Micropterix_aruncella	OX155968.1	19663447	19663947	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
13010at7088	Diarsia_rubi	OW026414.1	7579251	7580126	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
13010at7088	Melitaea_cinxia	HG992211.1	6179704	6185305	M17	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	124
13010at7088	Tinea_trinotella	HG992312.1	3585693	3586841	M17	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	126
13047at7088	Tinea_trinotella	HG992312.1	9580933	9582375	M20	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	105
13047at7088	Glyphotaelius_pellucidus	OW386562.1	20111124	20113608	M20	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386562.1	103	22094364	98
13047at7088	Limnephilus_rhombicus	OV815294.1	17166286	17172245	M20	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815294.1	104	42658195	99
13047at7088	Diarsia_rubi	OW026414.1	15039233	15040998	M20	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	105
13047at7088	Melitaea_cinxia	HG992211.1	13807457	13809738	M20	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	106
13057at7088	Tinea_trinotella	HG992312.1	11347325	11348473	M20	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	105
13057at7088	Melitaea_cinxia	HG992211.1	15905240	15906422	M20	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	106
13057at7088	Micropterix_aruncella	OX155973.1	15764757	15774137	M20	Micropterix_aruncella	Micropterix_aruncella_OX155973.1	104	24375131	97
13057at7088	Limnephilus_rhombicus	OV815294.1	42552047	42554814	M20	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815294.1	104	42658195	99
13057at7088	Glyphotaelius_pellucidus	OW386562.1	3317253	3323727	M20	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386562.1	103	22094364	98
13057at7088	Diarsia_rubi	OW026414.1	17429832	17431133	M20	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	105
13140at7088	Diarsia_rubi	OW026414.1	11849290	11855593	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
13140at7088	Tinea_trinotella	HG992312.1	7223818	7230694	M17	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	126
13140at7088	Melitaea_cinxia	HG992211.1	10498435	10517165	M17	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	124
13140at7088	Limnephilus_rhombicus	OV815292.1	34359579	34368229	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
13140at7088	Glyphotaelius_pellucidus	OW386559.1	14243117	14247016	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
13140at7088	Micropterix_aruncella	OX155968.1	4671457	4683311	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
13198at7088	Limnephilus_rhombicus	OV815292.1	36819666	36830266	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
13198at7088	Glyphotaelius_pellucidus	OW386559.1	11804469	11807464	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
13198at7088	Micropterix_aruncella	OX155968.1	5047203	5053732	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
13198at7088	Melitaea_cinxia	HG992211.1	9187487	9192645	M17	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	124
13198at7088	Tinea_trinotella	HG992312.1	6150966	6153178	M17	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	126
13198at7088	Diarsia_rubi	OW026414.1	10548990	10550739	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
13224at7088	Diarsia_rubi	OW026414.1	21338612	21340313	M20	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	105
13224at7088	Glyphotaelius_pellucidus	OW386562.1	9585356	9588544	M20	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386562.1	103	22094364	98
13224at7088	Micropterix_aruncella	OX155973.1	21622934	21625752	M20	Micropterix_aruncella	Micropterix_aruncella_OX155973.1	104	24375131	97
13224at7088	Limnephilus_rhombicus	OV815294.1	27211589	27221134	M20	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815294.1	104	42658195	99
13224at7088	Melitaea_cinxia	HG992211.1	18678621	18679946	M20	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	106
13224at7088	Tinea_trinotella	HG992312.1	13766700	13767794	M20	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	105
1326at7088	Limnephilus_rhombicus	OV815294.1	28474390	28477920	M20	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815294.1	104	42658195	99
1326at7088	Diarsia_rubi	OW026414.1	19709487	19748216	M20	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	105
1326at7088	Tinea_trinotella	HG992312.1	12641796	12660686	M20	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	105
1326at7088	Glyphotaelius_pellucidus	OW386562.1	8733926	8737456	M20	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386562.1	103	22094364	98
1326at7088	Melitaea_cinxia	HG992211.1	17470636	17503172	M20	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	106
13338at7088	Diarsia_rubi	OW026414.1	15950508	15950945	M20	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	105
13338at7088	Micropterix_aruncella	OX155973.1	21498590	21502369	M20	Micropterix_aruncella	Micropterix_aruncella_OX155973.1	104	24375131	97
13338at7088	Glyphotaelius_pellucidus	OW386562.1	9677293	9677727	M20	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386562.1	103	22094364	98
13338at7088	Tinea_trinotella	HG992312.1	10231637	10232074	M20	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	105
13338at7088	Melitaea_cinxia	HG992211.1	14648270	14648707	M20	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	106
13338at7088	Limnephilus_rhombicus	OV815294.1	27034365	27034799	M20	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815294.1	104	42658195	99
13411at7088	Glyphotaelius_pellucidus	OW386562.1	9590604	9590963	M20	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386562.1	103	22094364	98
13411at7088	Micropterix_aruncella	OX155973.1	21630070	21630432	M20	Micropterix_aruncella	Micropterix_aruncella_OX155973.1	104	24375131	97
13411at7088	Limnephilus_rhombicus	OV815294.1	27205215	27205574	M20	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815294.1	104	42658195	99
13411at7088	Tinea_trinotella	HG992312.1	13768625	13768996	M20	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	105
13411at7088	Melitaea_cinxia	HG992211.1	18683548	18683919	M20	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	106
13411at7088	Diarsia_rubi	OW026414.1	21341156	21341533	M20	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	105
13424at7088	Tinea_trinotella	HG992312.1	9592984	9594743	M20	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	105
13424at7088	Micropterix_aruncella	OX155973.1	21096873	21103490	M20	Micropterix_aruncella	Micropterix_aruncella_OX155973.1	104	24375131	97
13424at7088	Glyphotaelius_pellucidus	OW386562.1	16422653	16424455	M20	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386562.1	103	22094364	98
13424at7088	Limnephilus_rhombicus	OV815294.1	9303510	9312206	M20	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815294.1	104	42658195	99
13424at7088	Diarsia_rubi	OW026414.1	15053147	15054137	M20	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	105
13424at7088	Melitaea_cinxia	HG992211.1	13820576	13821278	M20	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	106
13464at7088	Glyphotaelius_pellucidus	OW386559.1	10410510	10410899	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
13464at7088	Diarsia_rubi	OW026414.1	7401060	7405646	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
13464at7088	Melitaea_cinxia	HG992211.1	6044371	6046673	M17	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	124
13464at7088	Limnephilus_rhombicus	OV815292.1	1107385	1107774	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
13464at7088	Tinea_trinotella	HG992312.1	3497400	3497789	M17	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	126
13464at7088	Micropterix_aruncella	OX155968.1	20261205	20261594	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
13724at7088	Glyphotaelius_pellucidus	OW386562.1	11051999	11053822	M20	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386562.1	103	22094364	98
13724at7088	Limnephilus_rhombicus	OV815294.1	35336619	35339448	M20	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815294.1	104	42658195	99
13724at7088	Micropterix_aruncella	OX155973.1	9554444	9560744	M20	Micropterix_aruncella	Micropterix_aruncella_OX155973.1	104	24375131	97
13724at7088	Melitaea_cinxia	HG992211.1	20210527	20211047	M20	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	106
13724at7088	Tinea_trinotella	HG992312.1	14926827	14927256	M20	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	105
13724at7088	Diarsia_rubi	OW026414.1	23285368	23286296	M20	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	105
13755at7088	Diarsia_rubi	OW026414.1	9281952	9282597	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
13755at7088	Melitaea_cinxia	HG992211.1	7735735	7743413	M17	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	124
13755at7088	Tinea_trinotella	HG992312.1	4775235	4775806	M17	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	126
13755at7088	Micropterix_aruncella	OX155968.1	7096387	7098279	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
13870at7088	Melitaea_cinxia	HG992211.1	5642691	5643603	M17	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	124
13870at7088	Diarsia_rubi	OW026414.1	6876925	6877837	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
13870at7088	Tinea_trinotella	HG992312.1	3116598	3117852	M17	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	126
13870at7088	Glyphotaelius_pellucidus	OW386559.1	110872	112792	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
13870at7088	Limnephilus_rhombicus	OV815292.1	17319075	17320514	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
1411at7088	Micropterix_aruncella	OX155968.1	5885905	5978228	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
1411at7088	Limnephilus_rhombicus	OV815292.1	44827203	44869098	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
1411at7088	Melitaea_cinxia	HG992211.1	3088543	3120262	M17	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	124
1411at7088	Diarsia_rubi	OW026414.1	3676290	3713525	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
1411at7088	Tinea_trinotella	HG992312.1	1485506	1506655	M17	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	126
1411at7088	Glyphotaelius_pellucidus	OW386559.1	23418844	23448320	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
1413at7088	Melitaea_cinxia	HG992211.1	6917352	6945832	M17	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	124
1413at7088	Micropterix_aruncella	OX155968.1	1748337	1781468	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
1413at7088	Tinea_trinotella	HG992312.1	4170056	4183408	M17	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	126
1413at7088	Limnephilus_rhombicus	OV815292.1	1026116	1065432	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
1413at7088	Diarsia_rubi	OW026414.1	8276144	8291466	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
1413at7088	Glyphotaelius_pellucidus	OW386559.1	10423287	10457987	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
14339at7088	Tinea_trinotella	HG992312.1	129899	130683	M17	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	126
14339at7088	Melitaea_cinxia	HG992211.1	422490	423289	M17	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	124
14339at7088	Micropterix_aruncella	OX155968.1	12133856	12136721	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
14339at7088	Glyphotaelius_pellucidus	OW386559.1	6955803	6958796	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
14339at7088	Diarsia_rubi	OW026414.1	402726	403985	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
14339at7088	Limnephilus_rhombicus	OV815292.1	6366380	6370637	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
14421at7088	Micropterix_aruncella	OX155968.1	2166486	2171208	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
14421at7088	Melitaea_cinxia	HG992211.1	6621246	6622437	M17	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	124
14421at7088	Glyphotaelius_pellucidus	OW386559.1	12884885	12886188	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
14421at7088	Limnephilus_rhombicus	OV815292.1	24628946	24631489	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
14421at7088	Diarsia_rubi	OW026414.1	8076778	8077489	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
14536at7088	Micropterix_aruncella	OX155968.1	26513035	26520351	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
14536at7088	Limnephilus_rhombicus	OV815292.1	17328828	17337502	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
14536at7088	Glyphotaelius_pellucidus	OW386559.1	100026	103750	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
14536at7088	Diarsia_rubi	OW026414.1	12754693	12756402	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
14536at7088	Tinea_trinotella	HG992312.1	7812320	7813080	M17	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	126
14844at7088	Glyphotaelius_pellucidus	OW386562.1	11011520	11050645	M20	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386562.1	103	22094364	98
14844at7088	Limnephilus_rhombicus	OV815294.1	35272819	35333952	M20	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815294.1	104	42658195	99
14844at7088	Melitaea_cinxia	HG992211.1	20191226	20209353	M20	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	106
14844at7088	Diarsia_rubi	OW026414.1	23264028	23276529	M20	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	105
14844at7088	Tinea_trinotella	HG992312.1	14916354	14921671	M20	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	105
14844at7088	Micropterix_aruncella	OX155973.1	9503351	9528479	M20	Micropterix_aruncella	Micropterix_aruncella_OX155973.1	104	24375131	97
14895at7088	Diarsia_rubi	OW026414.1	9210903	9211803	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
14895at7088	Limnephilus_rhombicus	OV815292.1	20005016	20005339	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
14895at7088	Glyphotaelius_pellucidus	OW386559.1	17053758	17054063	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
14895at7088	Micropterix_aruncella	OX155968.1	8377196	8377507	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
14895at7088	Melitaea_cinxia	HG992211.1	7659253	7660040	M17	Melitaea_cinxia	Melitaea_cinxia_HG992211.1	238	20234479	124
15613at7088	Limnephilus_rhombicus	OV815292.1	21559407	21566478	M17	Limnephilus_rhombicus	Limnephilus_rhombicus_OV815292.1	120	46176005	117
15613at7088	Glyphotaelius_pellucidus	OW386559.1	18693415	18695153	M17	Glyphotaelius_pellucidus	Glyphotaelius_pellucidus_OW386559.1	120	28043415	117
15613at7088	Diarsia_rubi	OW026414.1	13470583	13471015	M17	Diarsia_rubi	Diarsia_rubi_OW026414.1	239	23329533	126
15613at7088	Micropterix_aruncella	OX155968.1	5002860	5005640	M17	Micropterix_aruncella	Micropterix_aruncella_OX155968.1	128	28581757	120
15613at7088	Tinea_trinotella	HG992312.1	8350585	8351035	M17	Tinea_trinotella	Tinea_trinotella_HG992312.1	241	14949437	126
