assigned_ref_chr	species	chr	length	genome_size	prop_length	status	Merian_f	num_obs
M14	Sesia_bembeciformis	OX031045.1	13463718	477151446	2.82168651334235	ancestral	M14	170
M14	Autographa_pulchrina	FR997778.1	12655102	426240943	2.969001971263	ancestral	M14	170
M14	Opisthograptis_luteolata	OV928054.1	10915476	363201500	3.00534992283897	ancestral	M14	170
M14	Hemaris_fuciformis	OU015451.1	13836239	448853392	3.08257423172152	ancestral	M14	170
M14	Lymantria_monacha	LR991101.1	29150654	915668749	3.18353706313941	ancestral	M14	170
M14	Spilosoma_lubricipeda	HG992293.1	17770800	587362176	3.02552679183755	ancestral	M14	170
M14	Ochropleura_plecta	FR997744.1	19208722	643962443	2.98289476487373	ancestral	M14	170
M14	Hypsopygia_costalis	OW443345.1	24952773	816870447	3.05467936704534	ancestral	M14	170
M14	Hypena_proboscidalis	LR990146.1	18834925	636786269	2.95780953781841	ancestral	M14	170
M14	Fabriciana_adippe	FR990001.1	14470215	484826487	2.98461725751382	ancestral	M14	170
M14	Agrochola_circellaris	OU611860.1	18283136	572162832	3.19544279660584	ancestral	M14	170
M14	Autographa_gamma	LR989870.1	10474861	373067087	2.80776872712977	ancestral	M14	170
M14	Ecliptopera_silaceata	OW052212.1	9242592	316552688	2.91976418156335	ancestral	M14	170
M14	Euclidia_mi	OX123201.1	62526164	2285329669	2.73598005785134	ancestral	M14	170
M14	Craniophora_ligustri	LR990975.1	12876493	437993611	2.93988146781438	ancestral	M14	170
M14	Micropterix_aruncella	OX155969.1	29098056	1079211800	2.69623219464428	ancestral	M14	170
M14	Mesoligia_furuncula	OU744810.1	28762598	889627388	3.23310617321058	ancestral	M14	170
M14	Synanthedon_andrenaeformis	OW387796.1	9664900	348160761	2.77598772826671	ancestral	M14	170
M14	Chloroclysta_siterata	OW028607.1	13869793	437887824	3.16743061574601	ancestral	M14	170
M14	Chrysoteuchia_culmella	OU342659.1	20540663	645226651	3.18348024964022	ancestral	M14	170
M14	Iphiclides_podalirius	OW152832.1	13029489	430729501	3.0249817971024	ancestral	M14	170
M14	Furcula_furcula	OU452258.1	24892123	736123039	3.38151663257479	ancestral	M14	170
M14	Ennomos_fuscantarius	HG992044.1	13830468	444925538	3.10849048183878	ancestral	M14	170
M14	Zygaena_filipendulae	OU015668.1	10744403	365946273	2.93606023417541	ancestral	M14	170
M14	Ptilodon_capucinus	OU611826.1	10776198	348711871	3.09028710984147	ancestral	M14	170
M14	Dryobotodes_eremita	OU823259.1	22068548	709806353	3.10909417853576	ancestral	M14	170
M14	Blastobasis_adustella	OU026133.1	17111565	557440016	3.06966929335048	ancestral	M14	170
M15	Luperina_testacea	OV656774.1	19657558	601512407	3.26802203433187	ancestral	M15	192
M15	Watsonalla_binaria	OV838933.1	11066588	333062894	3.3226721437183	ancestral	M15	192
M15	Carcina_quercana	OU342442.1	14037792	408897582	3.433082663717	ancestral	M15	192
M15	Euplexia_lucipara	OV179160.1	21559866	661825765	3.25763473412069	ancestral	M15	192
M15	Agriphila_geniculea	OX038885.1	25029778	781653547	3.20215754103141	ancestral	M15	192
M15	Spilarctia_lutea	OU696485.1	19617010	584787352	3.35455442613608	ancestral	M15	192
M15	Apotomis_betuletana	OW026313.1	23015603	684240599	3.36367105863591	ancestral	M15	192
M15	Calamotropha_paludella	OV656819.1	24217608	742481776	3.2617107628511	ancestral	M15	192
M15	Marasmia_exigua	CM032479.1	24828806	797606974	3.1129123502373	ancestral	M15	192
M15	Mellicta_athalia	HG992193.1	19640724	609564786	3.22208966972708	ancestral	M15	192
M15	Micropterix_aruncella	OX155963.1	33762414	1079211800	3.12843262091834	ancestral	M15	192
M15	Aricia_agestis	LR990273.1	14820519	435280672	3.40481899458196	ancestral	M15	192
M15	Xylocampa_areola	OW285215.1	19210616	564568605	3.4027070988122	ancestral	M15	192
M15	Hesperia_comma	FR990030.1	16653564	525353014	3.16997591261559	ancestral	M15	192
M15	Miltochrista_miniata	OW121767.1	31298205	1057002560	2.961033982737	ancestral	M15	192
M15	Parapoynx_stratiotata	OU342473.1	15984593	478248748	3.3423177931665	ancestral	M15	192
M15	Spilosoma_lubricipeda	HG992287.1	20639572	587362176	3.51394298838882	ancestral	M15	192
M15	Plutella_xylostella	OW026569.1	10808545	323337879	3.34280197341184	ancestral	M15	192
M15	Noctua_janthe	OU342571.1	17587454	532786062	3.30103492834991	ancestral	M15	192
M15	Colias_croceus	HG991973.1	10729550	324912214	3.30229198462819	ancestral	M15	192
M15	Atethmia_centrago	HG995386.1	30251470	926655388	3.26458685631686	ancestral	M15	192
M15	Dryas_iulia_moderata	CM032431.1	14870998	440278161	3.37763698436089	ancestral	M15	192
M15	Eueides_isabella	CM032399.1	13996447	440123586	3.18011745909932	ancestral	M15	192
M15	Schrankia_costaestrigalis	FR997843.1	18795299	571991991	3.28593744243527	ancestral	M15	192
M15	Phalera_bucephala	LR990624.1	29291170	933147695	3.13896397718691	ancestral	M15	192
M15	Diachrysia_chrysitis	OW028658.1	12532061	386380003	3.243454863786	ancestral	M15	192
M15	Agriopis_aurantiaria	OU611998.1	16220575	485385411	3.34179285829421	ancestral	M15	192
M15	Xestia_sexstrigata	OW799219.1	20672030	638619631	3.23698630554625	ancestral	M15	192
M15	Sesia_apiformis	OU611963.1	18698443	546808751	3.41955811164405	ancestral	M15	192
M15	Melitaea_cinxia	HG992224.1	17029419	499413036	3.40988676154621	ancestral	M15	192
M15	Erebia_ligea	OU785238.1	16815746	506397422	3.32066184965689	ancestral	M15	192
M15	Eupsilia_transversa	OU611890.1	14709241	466922763	3.15025142605866	ancestral	M15	192
M15	Agonopterix_subpropinquella	OV277707.1	22384770	667905724	3.35148647415994	ancestral	M15	192
M15	Protodeltote_pygarga	OW388264.1	14151730	421684553	3.3559991465943	ancestral	M15	192
M15	Nymphalis_urticae	LR989992.1	13734658	392818832	3.49643573096312	ancestral	M15	192
M15	Celastrina_argiolus	LR994595.1	16965134	499114119	3.39904910604222	ancestral	M15	192
M15	Amphipyra_berbera	OU343139.1	19177276	582305243	3.29333733991469	ancestral	M15	192
M15	Ecliptopera_silaceata	OW052207.1	10635330	316552688	3.35973454125273	ancestral	M15	192
M15	Manduca_sexta	CM026241.1	13991342	470021481	2.97674522667189	ancestral	M15	192
M15	Aphantopus_hyperantus	LR761666.1	13764660	408137179	3.37255724502374	ancestral	M15	192
M15	Mythimna_ferrago	OU342691.1	26402640	860988366	3.06655014662533	ancestral	M15	192
M15	Idaea_aversata	OU026098.1	14628737	436730885	3.34959983423201	ancestral	M15	192
M15	Limenitis_camilla	LR990241.1	14059819	435112716	3.23130501200981	ancestral	M15	192
M15	Blastobasis_adustella	OU026129.1	18016841	557440016	3.23206811188094	ancestral	M15	192
M15	Erebia_aethiops	OV281096.1	15924777	473469105	3.36342473707973	ancestral	M15	192
M15	Notodonta_ziczac	OU974053.1	11699866	352061436	3.32324554854114	ancestral	M15	192
M15	Lycaena_phlaeas	HG995181.1	14886526	420484551	3.54032650298251	ancestral	M15	192
M15	Abrostola_tripartita	HG996502.1	12516267	381057457	3.28461411004483	ancestral	M15	192
M15	Helicoverpa_zea	CM040220.1	12245473	375180944	3.26388458578003	ancestral	M15	192
M15	Macaria_notata	OV656739.1	13305829	393787475	3.37893656978298	ancestral	M15	192
M15	Chrysoteuchia_culmella	OU342660.1	20078502	645226651	3.1118525511743	ancestral	M15	192
M15	Lymantria_monacha	LR991099.1	30360548	915668749	3.31566934365257	ancestral	M15	192
M15	Zeuzera_pyrina	OU015632.1	23504384	686903256	3.42178957439678	ancestral	M15	192
M15	Spodoptera_litura	CM008408.1	13592034	429567674	3.16411937458776	ancestral	M15	192
M15	Agrochola_circellaris	OU611858.1	18657174	572162832	3.26081544562825	ancestral	M15	192
M15	Hedya_salicella	FR990110.1	23771224	742325546	3.20226403740119	ancestral	M15	192
M15	Diarsia_rubi	OW026431.1	19218007	624929271	3.07522913261011	ancestral	M15	192
M15	Glaucopsyche_alexis	FR990062.1	21404157	619543730	3.45482586031498	ancestral	M15	192
M15	Notodonta_dromedarius	LR990176.1	11133543	341992784	3.25549061877282	ancestral	M15	192
M15	Biston_betularia	FR989878.1	14013682	404525905	3.46422363235304	ancestral	M15	192
M15	Lasiommata_megera	OV743325.1	16473602	488457974	3.37257305169922	ancestral	M15	192
M15	Carterocephalus_palaemon	OX155652.1	13129920	394538208	3.32792103116158	ancestral	M15	192
M15	Emmelina_monodactyla	OU745319.1	9589175	312410734	3.06941278144431	ancestral	M15	192
M15	Opisthograptis_luteolata	OV928048.1	12589027	363201500	3.46612748020038	ancestral	M15	192
M15	Meganola_albula	OW388159.1	13346821	405261716	3.29338313318498	ancestral	M15	192
M15	Spodoptera_frugiperda	CM021680.1	15966978	485954603	3.28569333460969	ancestral	M15	192
M15	Hydraecia_micacea	OU611794.1	17319204	562441436	3.07929019653524	ancestral	M15	192
M15	Acronicta_aceris	OU342772.1	15114703	466384436	3.24082491466332	ancestral	M15	192
M15	Mesoligia_furuncula	OU744811.1	27691087	889627388	3.11266125273562	ancestral	M15	192
M15	Mimas_tiliae	HG995255.1	16251735	477981037	3.40007944708484	ancestral	M15	192
M15	Craniophora_ligustri	LR990969.1	14684169	437993611	3.35259890354885	ancestral	M15	192
M15	Ennomos_quercinarius	OU342503.1	16475101	491884275	3.34938558464793	ancestral	M15	192
M15	Euproctis_similis	LR990122.1	18514210	507648523	3.6470528645663	ancestral	M15	192
M15	Ochlodes_sylvanus	FR990139.1	12618286	379686201	3.3233459543082	ancestral	M15	192
M15	Pheosia_gnoma	FR989908.1	9468442	271350489	3.48937716489614	ancestral	M15	192
M15	Cydia_splendana	OU342886.1	19691877	630621894	3.12261232718952	ancestral	M15	192
M15	Noctua_pronuba	LR999910.1	16836879	529194529	3.18160488768016	ancestral	M15	192
M15	Boloria_selene	HG993148.1	12717060	399917640	3.17991974547559	ancestral	M15	192
M15	Carposina_sasakii	CP053164.1	13242407	399040036	3.31856600975247	ancestral	M15	192
M15	Phragmatobia_fuliginosa	OW052073.1	20815002	629457366	3.30681681148203	ancestral	M15	192
M15	Tinea_trinotella	HG992320.1	13223055	371738977	3.55708059098683	ancestral	M15	192
M15	Leguminivora_glycinivorella	CM041131.1	24202123	657423512	3.68135951304401	ancestral	M15	192
M15	Synanthedon_vespiformis	OU906961.1	9892246	287400900	3.44196764867473	ancestral	M15	192
M15	Amphipyra_tragopoginis	HG992009.1	26545460	805668602	3.29483610681902	ancestral	M15	192
M15	Acleris_emargana	OV656851.1	21508470	691448280	3.11064046612423	ancestral	M15	192
M15	Selenia_dentaria	OU862891.1	34230408	1030772253	3.320850740828	ancestral	M15	192
M15	Zygaena_filipendulae	OU015665.1	11880777	365946273	3.24659051794743	ancestral	M15	192
M15	Pammene_fasciana	OU452290.1	18094134	564437882	3.2056909319917	ancestral	M15	192
M15	Apotomis_turbidana	LR990296.1	23719999	720467098	3.29230842960715	ancestral	M15	192
M15	Cosmia_trapezina	LR991038.1	26606110	825187588	3.22424990231433	ancestral	M15	192
M15	Xestia_c-nigrum	OU745261.1	23835095	760318956	3.13488106694002	ancestral	M15	192
M15	Campaea_margaritaria	OU538804.1	11364925	335226495	3.39022278057109	ancestral	M15	192
M15	Endotricha_flammealis	LR990869.1	15254705	473948990	3.21863857120995	ancestral	M15	192
M15	Deilephila_porcellus	LR999987.1	13515675	402071895	3.36150702600091	ancestral	M15	192
M15	Ypsolopha_sequella	OW204001.1	26484174	866879050	3.05511755071252	ancestral	M15	192
M15	Hypena_proboscidalis	LR990143.1	20496581	636786269	3.21875360663595	ancestral	M15	192
M15	Thyatira_batis	LR990500.1	10557326	314798901	3.35367308032629	ancestral	M15	192
M15	Acrobasis_suavella	OW971945.1	21054574	647282432	3.25276462933571	ancestral	M15	192
M15	Mythimna_albipuncta	OV815976.1	22678368	698566279	3.24641607843771	ancestral	M15	192
M15	Tholera_decimalis	OW964567.1	42511019	1320997691	3.21809941755606	ancestral	M15	192
M15	Vanessa_cardui	LR999942.1	13550656	424813635	3.18978838803044	ancestral	M15	192
M15	Hecatera_dysodea	HG995304.1	20070805	640911623	3.13160259226567	ancestral	M15	192
M15	Eupithecia_abbreviata	OX030992.1	11986735	383462667	3.12591968698742	ancestral	M15	192
M15	Laothoe_populi	HG992164.1	18922890	576402658	3.2829289971803	ancestral	M15	192
M15	Maniola_jurtina	HG995224.1	13715123	402054102	3.41126304439496	ancestral	M15	192
M15	Eulithis_prunata	OU974021.1	9036279	263147802	3.43391771898593	ancestral	M15	192
M15	Yponomeuta_sedellus	OW203738.1	22173098	657583382	3.37190668239849	ancestral	M15	192
M15	Aricia_artaxerxes	OW569304.1	15652902	458496882	3.41396040289757	ancestral	M15	192
M15	Hydriomena_furcata	OU538836.1	14301027	423317948	3.37831813358407	ancestral	M15	192
M15	Gymnoscelis_rufifasciata	OV815318.1	14755959	462009964	3.19386163714859	ancestral	M15	192
M15	Inachis_io	LR989906.1	13511320	384172283	3.51699500403573	ancestral	M15	192
M15	Nymphalis_polychloros	HG992257.1	12922397	398112767	3.24591373880758	ancestral	M15	192
M15	Agrotis_puta	OW964184.1	17434060	523321491	3.3314244302648	ancestral	M15	192
M15	Erynnis_tages	LR990085.1	11262971	329358918	3.41966480470403	ancestral	M15	192
M15	Omphaloscelis_lunosa	OU744264.1	20846094	661874710	3.1495528813905	ancestral	M15	192
M15	Aporophyla_lueneburgensis	OW028754.1	29039451	978307447	2.96833588347406	ancestral	M15	192
M15	Stenoptilia_bipunctidactyla	OX101740.1	24426321	822897450	2.96833110857252	ancestral	M15	192
M15	Fabriciana_adippe	FR989999.1	15653816	484826487	3.22874604002401	ancestral	M15	192
M15	Mythimna_separata	CM037057.1	21283251	700250022	3.03937884060502	ancestral	M15	192
M15	Habrosyne_pyritoides	OU015600.1	12994225	400568986	3.24394185624745	ancestral	M15	192
M15	Acentria_ephemerella	OW971891.1	11404000	340792766	3.34631516210059	ancestral	M15	192
M15	Papilio_machaon	OU538772.1	8215472	252129366	3.25843519552578	ancestral	M15	192
M15	Noctua_fimbriata	LR990940.1	17687041	573955380	3.08160557707465	ancestral	M15	192
M15	Hylaea_fasciaria	LR990207.1	11253462	327936668	3.43159612757912	ancestral	M15	192
M15	Bembecia_ichneumoniformis	OU342536.1	17686735	511429143	3.45829627468062	ancestral	M15	192
M15	Agrochola_macilenta	OU753571.1	21959670	683223563	3.21412655962511	ancestral	M15	192
M15	Notocelia_uddmanniana	LR991066.1	25911724	794123667	3.26293310182884	ancestral	M15	192
M15	Agonopterix_arenella	OV656705.1	18114250	545825857	3.31868667775481	ancestral	M15	192
M15	Apamea_monoglypha	OU426932.1	18723908	575683298	3.25246677557771	ancestral	M15	192
M15	Mythimna_impura	LR990352.1	30720324	949131758	3.23667644044843	ancestral	M15	192
M15	Dryobotodes_eremita	OU823256.1	23206987	709806353	3.26948144404675	ancestral	M15	192
M15	Vanessa_atalanta	LR990565.1	12152710	370436055	3.28064988166446	ancestral	M15	192
M15	Dendrolimus_kikuchii	CM034403.1	23194381	705515768	3.28757797515307	ancestral	M15	192
M15	Eilema_sororcula	OU618548.1	23879602	729417332	3.27379141574881	ancestral	M15	192
M15	Euclidia_mi	OX123202.1	59237392	2285329669	2.59207206748078	ancestral	M15	192
M15	Anthocharis_cardamines	FR989966.1	11841443	359616706	3.29279557996952	ancestral	M15	192
M15	Phlogophora_meticulosa	LR990535.1	16880066	538659867	3.13371517614844	ancestral	M15	192
M15	Polyommatus_icarus	OW569338.1	18577862	511758028	3.6302043121051	ancestral	M15	192
M15	Laspeyria_flexula	LR989964.1	15223808	450897266	3.37633628499313	ancestral	M15	192
M15	Heliconius_sara	OU860796.2	12196730	348892302	3.49584382632782	ancestral	M15	192
M15	Hypsopygia_costalis	OW443341.1	27418782	816870447	3.35656432433037	ancestral	M15	192
M15	Thymelicus_sylvestris	OU426900.1	16110235	470727450	3.42241248093775	ancestral	M15	192
M15	Eilema_depressum	OU612026.1	21109774	622022279	3.39373278300213	ancestral	M15	192
M15	Sesia_bembeciformis	OX031038.1	16601142	477151446	3.47921862946634	ancestral	M15	192
M15	Lobophora_halterata	OW052016.1	10608130	314876238	3.3689839752214	ancestral	M15	192
M15	Hipparchia_semele	OW121726.1	13500728	403422600	3.3465472682988	ancestral	M15	192
M15	Hyles_euphorbiae	CM041031.1	16855035	504323440	3.3421081915209	ancestral	M15	192
M15	Hestina_assimilis	CM041754.1	16014387	423874072	3.77810016178579	ancestral	M15	192
M15	Ochropleura_plecta	FR997742.1	20106183	643962443	3.12226019056829	ancestral	M15	192
M15	Clostera_curtula	FR997809.1	17175963	512681271	3.35022244259046	ancestral	M15	192
M15	Ectropis_grisescens	CM029769.1	23485354	784886525	2.99219737528301	ancestral	M15	192
M15	Peribatodes_rhomboidaria	OU452183.1	16355019	499728750	3.2727792827609	ancestral	M15	192
M15	Synanthedon_myopaeformis	OX122929.1	10067479	295689421	3.40474778094953	ancestral	M15	192
M15	Erannis_defoliaria	FR990084.1	17616566	522369616	3.37243313171569	ancestral	M15	192
M15	Allophyes_oxyacanthae	OW028625.1	15553144	458479537	3.39233111727732	ancestral	M15	192
M15	Ennomos_fuscantarius	HG992039.1	15057388	444925538	3.38424898415249	ancestral	M15	192
M15	Aplocera_efformata	OV121053.1	11811952	349498550	3.37968555234349	ancestral	M15	192
M15	Griposia_aprilina	OU744302.1	22969832	720426900	3.18836401028335	ancestral	M15	192
M15	Dendrolimus_punctatus	CM022543.1	20362648	614070971	3.31600889174747	ancestral	M15	192
M15	Caradrina_clavipalpis	OW052104.1	15592071	474197171	3.28809869681825	ancestral	M15	192
M15	Cyaniris_semiargus	LR994564.1	15197370	441519306	3.44206239534178	ancestral	M15	192
M15	Catocala_fraxini	OV884042.1	25435473	780602067	3.25844294747429	ancestral	M15	192
M15	Danaus_plexippus_plexippus	CM019198.1	8545482	248676414	3.43638621071639	ancestral	M15	192
M15	Agriphila_tristella	OV743442.1	26083993	801775791	3.25327769842829	ancestral	M15	192
M15	Pheosia_tremula	HG995411.1	10088433	290221673	3.47611289526265	ancestral	M15	192
M15	Autographa_gamma	LR989866.1	11550995	373067087	3.09622462085485	ancestral	M15	192
M15	Pyrgus_malvae	OU426962.1	24252642	724649524	3.34680989868421	ancestral	M15	192
M15	Agriopis_marginaria	OW029931.1	16942660	500896711	3.38246581139959	ancestral	M15	192
M15	Ptilodon_capucinus	OU611822.1	11830833	348711871	3.39272447653496	ancestral	M15	192
M15	Hyles_vespertilio	CM042806.1	20065448	651427907	3.08022542239659	ancestral	M15	192
M15	Melanargia_galathea	OV049876.1	19649718	606376002	3.24051709421047	ancestral	M15	192
M15	Ypsolopha_scabrella	OU342977.1	26927591	853595150	3.1546091844594	ancestral	M15	192
M15	Autographa_pulchrina	FR997779.1	12539110	426240943	2.94178919362986	ancestral	M15	192
M15	Acleris_sparsana	OV281301.1	17324762	589546063	2.93866130016036	ancestral	M15	192
M15	Epinotia_nisella	OW028688.1	19866975	585001234	3.39605693891579	ancestral	M15	192
M15	Ephestia_elutella	CM031566.1	18306849	576941106	3.17308799973077	ancestral	M15	192
M15	Eupithecia_centaureata	OX155692.1	14590290	465593408	3.13369771764466	ancestral	M15	192
M15	Bombyx_mori	BHWX01000003.1	15212953	460334017	3.30476402746487	ancestral	M15	192
M15	Pandemis_cinnamomeana	OW028715.1	14708796	426135498	3.45167113958669	ancestral	M15	192
M15	Hemaris_fuciformis	OU015448.1	15174581	448853392	3.38074330515475	ancestral	M15	192
M15	Iphiclides_podalirius	OW152827.1	14295000	430729501	3.31878823410333	ancestral	M15	192
M15	Xestia_xanthographa	LR990660.1	30036985	933882218	3.21635688324028	ancestral	M15	192
M15	Pararge_aegeria	LR990908.1	17724597	516586240	3.43110126200806	ancestral	M15	192
M15	Spodoptera_exigua	CM039390.1	14278323	432125622	3.30420652538858	ancestral	M15	192
M15	Mamestra_brassicae	LR991003.1	18804051	576184143	3.26354885472785	ancestral	M15	192
M15	Plebejus_argus	FR989945.1	13381465	382120270	3.50189876082732	ancestral	M15	192
M15	Marasmarcha_lunaedactyla	OV281354.1	25328583	771099907	3.28473428281713	ancestral	M15	192
M15	Grapholita_molesta	CP053134.1	18535490	517710462	3.58028113405211	ancestral	M15	192
M15	Furcula_furcula	OU452259.1	24257594	736123039	3.2953178632954	ancestral	M15	192
M15	Synanthedon_andrenaeformis	OW387792.1	11796144	348160761	3.38813138106623	ancestral	M15	192
M15	Blastobasis_lacticolella	LR990055.1	18520852	577083784	3.2093870099112	ancestral	M15	192
M15	Brachylomia_viminalis	OW443312.1	25159180	781437518	3.21960226127766	ancestral	M15	192
M16	Acleris_sparsana	OV281295.1	19007631	589546063	3.22411295620848	ancestral	M16	187
M16	Atethmia_centrago	HG995382.1	31240818	926655388	3.3713523284451	ancestral	M16	187
M16	Colias_croceus	HG991971.1	11134396	324912214	3.42689364087741	ancestral	M16	187
M16	Allophyes_oxyacanthae	OW028617.1	17034232	458479537	3.71537454244114	ancestral	M16	187
M16	Deilephila_porcellus	LR999981.1	15067504	402071895	3.74746511441691	ancestral	M16	187
M16	Carcina_quercana	OU342437.1	15733321	408897582	3.84774126641815	ancestral	M16	187
M16	Micropterix_aruncella	OX155957.1	37372150	1079211800	3.46291154340603	ancestral	M16	187
M16	Ypsolopha_sequella	OW203997.1	28514873	866879050	3.28937156804055	ancestral	M16	187
M16	Lymantria_monacha	LR991090.1	34837262	915668749	3.8045703796319	ancestral	M16	187
M16	Miltochrista_miniata	OW121763.1	33683822	1057002560	3.18673040867564	ancestral	M16	187
M16	Apamea_monoglypha	OU426926.1	19956040	575683298	3.46649626093547	ancestral	M16	187
M16	Ecliptopera_silaceata	OW052201.1	11449063	316552688	3.61679538162696	ancestral	M16	187
M16	Luperina_testacea	OV656767.1	21613865	601512407	3.59325339734846	ancestral	M16	187
M16	Hydraecia_micacea	OU611787.1	18862954	562441436	3.35376321740278	ancestral	M16	187
M16	Phlogophora_meticulosa	LR990529.1	18159750	538659867	3.37128327401455	ancestral	M16	187
M16	Spilosoma_lubricipeda	HG992284.1	21205159	587362176	3.61023570574623	ancestral	M16	187
M16	Abrostola_tripartita	HG996496.1	13836499	381057457	3.63107944637336	ancestral	M16	187
M16	Aricia_agestis	LR990270.1	15883976	435280672	3.64913423033863	ancestral	M16	187
M16	Cydia_splendana	OU342881.1	22557665	630621894	3.57705072003098	ancestral	M16	187
M16	Eupithecia_centaureata	OX155683.1	15933006	465593408	3.42208582128379	ancestral	M16	187
M16	Papilio_machaon	OU538768.1	8777606	252129366	3.48138978781234	ancestral	M16	187
M16	Ennomos_quercinarius	OU342498.1	17518817	491884275	3.5615728923231	ancestral	M16	187
M16	Peribatodes_rhomboidaria	OU452177.1	17708074	499728750	3.54353716891414	ancestral	M16	187
M16	Erebia_ligea	OU785232.1	18887656	506397422	3.72980887726557	ancestral	M16	187
M16	Mimas_tiliae	HG995251.1	17674729	477981037	3.69778874721342	ancestral	M16	187
M16	Eueides_isabella	CM032396.1	15892170	440123586	3.61084261455599	ancestral	M16	187
M16	Agriphila_geniculea	OX038881.1	26408729	781653547	3.37857214380427	ancestral	M16	187
M16	Ephestia_elutella	CM031586.1	18596100	576941106	3.22322327298343	ancestral	M16	187
M16	Synanthedon_myopaeformis	OX122923.1	11107042	295689421	3.75632038590924	ancestral	M16	187
M16	Chrysoteuchia_culmella	OU342653.1	22805156	645226651	3.53444110912895	ancestral	M16	187
M16	Hesperia_comma	FR990025.1	18419040	525353014	3.50603108941143	ancestral	M16	187
M16	Marasmia_exigua	CM032474.1	26170823	797606974	3.28116777474416	ancestral	M16	187
M16	Bembecia_ichneumoniformis	OU342531.1	18938855	511429143	3.70312393402266	ancestral	M16	187
M16	Watsonalla_binaria	OV838927.1	11930655	333062894	3.58210272441817	ancestral	M16	187
M16	Diachrysia_chrysitis	OW028651.1	13913277	386380003	3.60093092084789	ancestral	M16	187
M16	Emmelina_monodactyla	OU745311.1	10389392	312410734	3.3255553888875	ancestral	M16	187
M16	Ypsolopha_scabrella	OU342973.1	29633317	853595150	3.47158919541659	ancestral	M16	187
M16	Melitaea_cinxia	HG992221.1	17325599	499413036	3.4691923820747	ancestral	M16	187
M16	Calamotropha_paludella	OV656814.1	26936083	742481776	3.62784432839736	ancestral	M16	187
M16	Zeuzera_pyrina	OU015630.1	24208582	686903256	3.52430735893906	ancestral	M16	187
M16	Spilarctia_lutea	OU696483.1	19775688	584787352	3.3816887339246	ancestral	M16	187
M16	Schrankia_costaestrigalis	FR997835.1	21005150	571991991	3.67228043932524	ancestral	M16	187
M16	Vanessa_cardui	LR999927.1	16090551	424813635	3.78767291685447	ancestral	M16	187
M16	Griposia_aprilina	OU744296.1	24562086	720426900	3.40937935549047	ancestral	M16	187
M16	Macaria_notata	OV656735.1	14223565	393787475	3.61199019852015	ancestral	M16	187
M16	Boloria_selene	HG993143.1	13620786	399917640	3.40589777435174	ancestral	M16	187
M16	Erannis_defoliaria	FR990078.1	19179966	522369616	3.67172312717361	ancestral	M16	187
M16	Aphantopus_hyperantus	LR761658.1	15241335	408137179	3.73436574372951	ancestral	M16	187
M16	Ectropis_grisescens	CM029789.1	24982390	784886525	3.182930169428	ancestral	M16	187
M16	Yponomeuta_sedellus	OW203735.1	23686939	657583382	3.60211946475253	ancestral	M16	187
M16	Pararge_aegeria	LR990906.1	18474722	516586240	3.57630934962573	ancestral	M16	187
M16	Xylocampa_areola	OW285209.1	20921339	564568605	3.70572129139204	ancestral	M16	187
M16	Noctua_fimbriata	LR990937.1	18494519	573955380	3.22229212312637	ancestral	M16	187
M16	Acrobasis_suavella	OW971938.1	23595591	647282432	3.64533159460135	ancestral	M16	187
M16	Selenia_dentaria	OU862893.1	33328949	1030772253	3.23339601963461	ancestral	M16	187
M16	Glaucopsyche_alexis	FR990059.1	22130232	619543730	3.5720209774377	ancestral	M16	187
M16	Helicoverpa_zea	CM040212.1	13258385	375180944	3.53386418261158	ancestral	M16	187
M16	Agrochola_circellaris	OU611852.1	19711079	572162832	3.44501213598579	ancestral	M16	187
M16	Stenoptilia_bipunctidactyla	OX101736.1	25824934	822897450	3.13829311295107	ancestral	M16	187
M16	Xestia_c-nigrum	OU745256.1	25717762	760318956	3.38249649006515	ancestral	M16	187
M16	Agriopis_aurantiaria	OU611992.1	18154995	485385411	3.74032564402724	ancestral	M16	187
M16	Tinea_trinotella	HG992314.1	14325176	371738977	3.85355770750937	ancestral	M16	187
M16	Mythimna_separata	CM037053.1	22215940	700250022	3.17257255295024	ancestral	M16	187
M16	Leguminivora_glycinivorella	CM041129.1	25672803	657423512	3.90506310337133	ancestral	M16	187
M16	Nymphalis_polychloros	HG992253.1	13933406	398112767	3.49986414778806	ancestral	M16	187
M16	Acleris_emargana	OV656847.1	22186260	691448280	3.20866515135449	ancestral	M16	187
M16	Notodonta_dromedarius	LR990169.1	12208192	341992784	3.56972210267454	ancestral	M16	187
M16	Mythimna_ferrago	OU342684.1	28563293	860988366	3.31750045969843	ancestral	M16	187
M16	Celastrina_argiolus	LR994589.1	18915699	499114119	3.78985452022446	ancestral	M16	187
M16	Opisthograptis_luteolata	OV928041.1	13607026	363201500	3.74641239091799	ancestral	M16	187
M16	Fabriciana_adippe	FR989993.1	16914905	484826487	3.48885744767488	ancestral	M16	187
M16	Hyles_vespertilio	CM042826.1	22933977	651427907	3.52057023556407	ancestral	M16	187
M16	Maniola_jurtina	HG995219.1	15090120	402054102	3.75325607298492	ancestral	M16	187
M16	Zygaena_filipendulae	OU015662.1	12315154	365946273	3.36529018291163	ancestral	M16	187
M16	Danaus_plexippus_plexippus	CM019195.1	8907986	248676414	3.58215958510645	ancestral	M16	187
M16	Mythimna_impura	LR990355.1	30280635	949131758	3.19035104923757	ancestral	M16	187
